Errors,Blunders,Moves,Eq Move,Cost Move,Double Errors,Double Blunders,Doubles,Eq Double,Cost Double,Take Errors,Take Blunders,Takes,Eq Take,Cost Take,Eq Wrong Double,Cost Wrong Double,Eq Wrong Take,Cost Wrong Take,Outplay,Resign Errors,Resign Blunders,Eq Resign,Cost Resign,Take Resign Errors,Take Resign Blunders,Eq Take Resign,Cost Take Resign,Jokers,Anti Jokers,Rolls,Luck,Cost luck,Date,Score,Opp Score,Match Length,Result,Eq per Decision,Checker play,Cube play,Elo Level,Level,Opp Elo,Opp Eq per move,Opp mwc,Variation,Rated,Games,Opp Decisions,Double,Roll,Opp Double,Opp Roll
5,1,42,-0.316,-0.0782,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,83,2.916,0.5761,9/11/2014 21:46,3,0,3,1,-0.0074,-0.0075,0,1943,World Class,1780,-0.005,-0.0392,0,1,2,39,10,46,5,46
3,0,19,-0.207,-0.0436,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,38,-1.196,-0.22,9/11/2014 22:02,3,2,3,1,-0.0104,-0.0109,0,1891,Expert,1780,-0.0057,-0.0168,0,1,3,19,15,67,17,65
4,2,15,-0.508,-0.0972,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,36,2.809,0.5957,9/11/2014 22:37,4,0,3,1,-0.0317,-0.0339,0,1477,Intermediate,1780,-0.0078,-0.0165,0,1,1,19,6,18,2,18
7,4,31,-0.729,-0.1324,6,3,13,-0.763,-0.0767,0,0,0,0,0,-0.251,-0.0249,0,0,0,0,0,0,0,0,0,0,0,8,6,74,1.815,0.09,9/11/2014 22:37,3,0,3,1,-0.0339,-0.0235,-0.0587,1435,Intermediate,1780,-0.0552,-0.6302,0,1,2,51,5,40,7,39
12,5,66,-0.929,-0.1565,1,1,8,-0.138,-0.0204,0,0,2,0,0,-0.138,-0.0204,0,0,0,0,0,0,0,0,0,0,0,10,10,156,0.919,0.2065,9/11/2014 23:14,5,4,5,1,-0.014,-0.0141,-0.0138,1824,Expert,1780,-0.0335,-0.3792,0,1,3,72,14,81,16,79
8,3,46,-0.619,-0.0909,1,1,2,-0.094,-0.0073,0,0,0,0,0,-0.094,-0.0073,0,0,0,0,0,0,0,0,0,0,0,6,12,149,-5.131,-0.5687,10/11/2014 19:01,0,5,5,0,-0.0149,-0.0135,-0.0471,1809,Expert,1780,-0.0247,-0.1728,0,1,3,75,12,73,13,74
10,4,40,-1.07,-0.1164,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,94,2.315,0.4417,10/11/2014 19:16,3,0,3,1,-0.0233,-0.0268,0,1646,Advanced,1780,-0.0249,-0.1254,0,1,2,41,10,48,10,48
18,7,91,-2.28,-0.2842,5,3,8,-0.42,-0.0354,1,1,3,-0.164,-0.0103,-0.069,-0.0058,0,0,0,0,0,0,0,0,0,0,0,21,9,200,5.217,0.7878,10/11/2014 19:33,7,3,7,1,-0.0281,-0.0251,-0.053,1551,Intermediate,1780,-0.0014,-0.0168,0,1,5,89,20,105,14,104
3,1,18,-0.184,-0.0427,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,38,2.527,0.5305,10/11/2014 20:03,3,0,3,1,-0.0097,-0.0102,0,1903,World Class,1780,0,0,0,1,1,13,6,18,2,19
10,3,69,-0.869,-0.1761,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,187,-1.88,0.2039,10/11/2014 20:24,3,2,3,1,-0.0124,-0.0126,0,1854,Expert,1780,-0.0278,-0.4276,0,1,4,76,18,104,16,104
6,4,31,-1.009,-0.2226,1,1,3,-0.11,-0.011,0,0,0,0,0,-0.11,-0.011,0,0,0,0,0,0,0,0,0,0,0,3,1,87,-1.862,-0.511,10/11/2014 20:39,0,3,3,0,-0.0329,-0.0326,-0.0367,1454,Intermediate,1780,-0.0188,-0.2683,0,1,2,62,5,49,12,49
13,3,84,-1.182,-0.2484,3,3,7,-0.689,-0.0587,1,1,2,-0.095,-0.0153,-0.689,-0.0587,-0.095,-0.0153,0,0,0,0,0,0,0,0,0,13,7,191,1.495,0.3307,10/11/2014 22:07,5,4,5,1,-0.0211,-0.0141,-0.0871,1688,Advanced,1780,-0.0257,-0.3995,0,1,7,105,16,101,21,97
12,3,69,-0.874,-0.2146,1,0,2,-0.058,-0.0058,0,0,0,0,0,-0.058,-0.0058,0,0,0,0,0,0,0,0,0,0,0,14,11,174,-3.233,-0.9569,10/11/2014 22:28,0,3,3,0,-0.0131,-0.0127,-0.029,1841,Expert,1780,-0.0216,-0.5704,0,1,2,119,11,88,15,90
8,4,24,-0.881,-0.1784,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,85,-1.734,-0.3527,12/11/2014 8:09,0,4,3,0,-0.0352,-0.0367,0,1408,Casual Player,1780,-0.0012,-0.0139,0,1,1,45,6,46,4,46
13,2,70,-1.039,-0.1615,1,0,4,-0.056,-0.0043,0,0,1,0,0,-0.056,-0.0043,0,0,0,0,0,0,0,0,0,0,0,9,10,166,0.147,-0.3376,14/11/2014 7:37,4,5,5,0,-0.0146,-0.0148,-0.0111,1814,Expert,1780,-0.0004,-0.0064,0,1,4,83,17,83,12,84
16,6,72,-1.432,-0.2305,1,1,11,-0.3,-0.0229,1,1,2,-0.084,-0.0072,-0.294,-0.0218,-0.084,-0.0072,0,0,0,0,0,0,0,0,0,14,15,178,0.687,0.279,14/11/2014 21:11,5,3,5,1,-0.0214,-0.0199,-0.0296,1684,Advanced,1780,-0.0277,-0.4291,0,1,6,109,18,89,14,89
19,9,75,-1.974,-0.3094,1,0,3,-0.074,-0.0073,0,0,3,0,0,-0.074,-0.0073,0,0,0,0,0,0,0,0,0,0,0,9,12,162,-2.246,-0.5863,15/11/2014 7:55,3,6,5,0,-0.0253,-0.0263,-0.0123,1606,Intermediate,1780,-0.0362,-0.4053,0,1,5,94,17,81,15,82
11,4,35,-0.824,-0.2044,1,0,5,-0.061,-0.0154,1,1,1,-0.174,-0.0173,0,0,-0.174,-0.0173,0,0,0,0,0,0,0,0,0,6,2,91,1.341,0.5734,15/11/2014 8:08,4,0,3,1,-0.0258,-0.0235,-0.0392,1595,Intermediate,1780,-0.0224,-0.2083,0,1,1,41,7,46,4,45
14,8,69,-1.695,-0.2507,2,1,18,-0.312,-0.0294,2,2,3,-0.543,-0.0628,-0.019,-0.0033,-0.284,-0.0245,0,0,0,0,0,0,0,0,0,9,11,163,-0.536,-0.3586,15/11/2014 8:41,3,5,5,0,-0.0283,-0.0246,-0.0407,1545,Intermediate,1780,-0.0186,-0.2287,0,1,5,95,13,81,7,83
12,4,53,-1.272,-0.1803,1,1,5,-0.141,-0.0109,0,0,1,0,0,-0.141,-0.0109,0,0,0,0,0,0,0,0,0,0,0,8,4,119,3.789,0.5713,15/11/2014 9:00,5,0,5,1,-0.0239,-0.024,-0.0235,1633,Advanced,1780,-0.0171,-0.1309,0,1,3,59,11,60,7,60
8,4,31,-1.342,-0.188,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,77,-3.083,-0.4863,15/11/2014 9:13,0,3,3,0,-0.0373,-0.0433,0,1369,Casual Player,1780,-0.0239,-0.1573,0,1,3,43,8,37,10,38
10,4,49,-0.926,-0.1759,1,1,2,-0.303,-0.0383,0,0,2,0,0,-0.303,-0.0383,0,0,0,0,0,0,0,0,0,0,0,6,1,106,2.412,0.4282,15/11/2014 14:35,7,0,7,1,-0.0232,-0.0189,-0.0757,1648,Advanced,1780,-0.0365,-0.2236,0,1,2,39,8,56,7,55
7,2,34,-0.508,-0.2109,4,2,8,-0.588,-0.0737,0,0,2,0,0,-0.359,-0.045,0,0,0,0,0,0,0,0,0,0,0,2,6,71,0.278,0.5432,15/11/2014 14:59,5,1,3,1,-0.0249,-0.0149,-0.0588,1614,Advanced,1780,-0.0393,-0.2056,0,1,3,43,11,39,6,39
10,7,79,-1.089,-0.1061,0,0,17,0,0,1,1,5,-0.245,-0.0263,0,0,-0.245,-0.0263,0,0,0,0,0,0,0,0,0,12,17,182,-3.87,-0.5553,15/11/2014 15:34,3,7,7,0,-0.0132,-0.0138,-0.0111,1840,Expert,1780,-0.0215,-0.2009,0,1,6,97,18,90,12,87
4,2,41,-0.362,-0.1435,1,1,2,-0.108,-0.0107,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,88,1.364,0.3629,15/11/2014 15:47,12,0,3,1,-0.0107,-0.0088,-0.0358,1885,Expert,1780,-0.0518,-0.2848,0,1,1,15,4,45,12,45
26,13,144,-2.863,-0.4826,1,1,20,-0.212,-0.0228,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,22,348,-1.946,-0.5188,15/11/2014 16:34,4,5,5,0,-0.0185,-0.0199,-0.0096,1739,Advanced,1780,-0.0195,-0.5734,0,1,7,173,21,179,34,178
4,1,22,-0.307,-0.0594,1,0,1,-0.039,-0.0057,1,1,1,-0.254,-0.0196,-0.039,-0.0057,-0.254,-0.0196,0,0,0,0,0,0,0,0,0,4,1,57,1.238,0.4621,15/11/2014 17:53,8,0,5,1,-0.025,-0.0139,-0.1463,1612,Advanced,1780,-0.0298,-0.1038,0,1,1,31,3,29,4,28
3,1,21,-0.367,-0.1223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,39,1.124,0.5621,15/11/2014 18:00,1,0,1,1,-0.0175,-0.0175,0,1760,Advanced,1780,-0.0009,-0.0054,0,1,1,17,4,22,4,22
11,2,35,-0.954,-0.1851,6,3,14,-0.565,-0.1002,0,0,0,0,0,-0.209,-0.037,0,0,0,0,0,0,0,0,0,0,0,6,5,81,1.326,0.3133,15/11/2014 18:13,2,0,2,1,-0.031,-0.0273,-0.0403,1492,Intermediate,1780,-0.0602,-0.4839,0,1,2,43,8,40,5,41
3,0,23,-0.149,-0.0332,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,52,1.588,0.3698,15/11/2014 18:30,2,0,2,1,-0.0055,-0.0065,0,1973,World Class,1780,-0.0485,-0.1404,0,1,2,16,6,25,4,25
10,2,33,-0.596,-0.2779,0,0,4,-0.005,-0.0009,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,84,0.715,0.5499,15/11/2014 18:30,6,0,2,1,-0.0158,-0.0181,-0.001,1791,Advanced,1780,-0.0156,-0.2196,0,1,1,31,7,42,4,41
1,0,16,-0.074,-0.0047,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,55,-0.486,-0.5024,15/11/2014 20:08,0,7,7,0,-0.0035,-0.0047,0,2006,World Champ.,1780,-0.0157,-0.0806,0,1,1,27,4,27,6,28
3,0,32,-0.179,-0.0354,2,1,6,-0.154,-0.0195,0,0,1,0,0,-0.101,-0.0128,0,0,0,0,0,0,0,0,0,0,0,1,2,66,1.703,0.4018,15/11/2014 20:18,8,0,7,1,-0.0086,-0.0056,-0.022,1922,World Class,1780,-0.0324,-0.1433,0,1,1,22,3,35,4,35
10,4,89,-1.356,-0.1402,1,1,7,-0.332,-0.0198,0,0,1,0,0,-0.332,-0.0198,0,0,0,0,0,0,0,0,0,0,0,15,10,231,0.65,-0.5164,16/11/2014 17:41,5,7,7,0,-0.0174,-0.0152,-0.0415,1761,Advanced,1780,-0.0137,-0.2541,0,1,7,128,24,118,21,119
9,6,41,-1.073,-0.1862,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,101,-2.973,-0.504,16/11/2014 17:59,2,7,5,0,-0.0238,-0.0262,0,1635,Advanced,1780,-0.0279,-0.2024,0,1,3,52,8,49,7,49
20,9,113,-2.33,-0.2531,3,2,12,-0.341,-0.0242,1,1,3,-0.166,-0.0123,-0.265,-0.0185,0,0,0,0,0,0,0,0,0,0,0,19,19,261,1.77,0.4208,16/11/2014 18:41,7,4,7,1,-0.0222,-0.0206,-0.0338,1668,Advanced,1780,-0.0215,-0.346,0,1,8,147,23,132,31,132
3,2,19,-0.434,-0.1448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,43,-1.001,-0.5006,16/11/2014 18:45,0,1,1,0,-0.0229,-0.0229,0,1654,Advanced,1780,-0.0238,-0.1589,0,1,1,20,0,21,6,21
2,2,13,-0.333,-0.0338,0,0,5,-0.009,-0.0006,0,0,1,0,0,-0.009,-0.0006,0,0,0,0,0,0,0,0,0,0,0,8,7,51,-1.788,-0.5099,16/11/2014 18:58,0,7,7,0,-0.018,-0.0256,-0.0016,1749,Advanced,1780,-0.0136,-0.0814,0,1,1,28,7,28,2,29
5,2,52,-0.737,-0.0744,2,1,4,-0.396,-0.0732,1,1,2,-0.149,-0.0126,-0.328,-0.068,-0.149,-0.0126,0,0,0,0,0,0,0,0,0,8,11,118,0.343,0.4437,17/11/2014 21:14,5,1,5,1,-0.0221,-0.0142,-0.0909,1669,Advanced,1780,-0.0465,-0.2223,0,1,3,57,8,61,13,61
12,4,84,-1.134,-0.1202,1,1,5,-0.123,-0.0066,0,0,2,-0.014,-0.0009,-0.123,-0.0066,-0.014,-0.0009,0,0,0,0,0,0,0,0,0,4,13,193,-5.121,-0.5245,17/11/2014 21:42,0,7,7,0,-0.014,-0.0135,-0.0196,1825,Expert,1780,-0.0161,-0.1472,0,1,3,82,12,99,12,99
2,0,4,-0.118,-0.0392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,22,-0.887,-0.4433,17/11/2014 22:05,0,1,1,0,-0.0294,-0.0294,0,1524,Intermediate,1780,-0.0018,-0.0066,0,1,1,11,3,12,6,12
10,4,64,-1.099,-0.3107,1,1,3,-0.182,-0.0181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,140,-0.638,-0.491,17/11/2014 22:05,2,3,3,0,-0.0191,-0.0172,-0.0606,1728,Advanced,1780,-0.0317,-0.3411,0,1,3,59,3,69,13,70
7,4,33,-0.642,-0.0928,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,80,1.47,0.3575,17/11/2014 22:18,3,0,3,1,-0.0178,-0.0195,0,1752,Advanced,1780,-0.0402,-0.2732,0,1,2,44,5,44,4,42
10,4,37,-1.216,-0.2508,2,0,8,-0.078,-0.0098,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,112,0.12,-0.5057,17/11/2014 22:37,2,3,3,0,-0.0281,-0.0329,-0.0087,1549,Intermediate,1780,-0.0224,-0.296,0,1,4,67,12,61,8,62
5,3,14,-0.681,-0.2272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,40,-0.604,-0.3019,18/11/2014 21:44,0,1,1,0,-0.0487,-0.0487,0,1161,Beginner,1780,-0.0007,-0.0048,0,1,1,20,3,20,2,19
4,0,36,-0.25,-0.0597,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,79,-2.11,-0.4201,18/11/2014 21:49,0,3,3,0,-0.0064,-0.0069,0,1959,World Class,1780,-0.0005,-0.0029,0,1,2,41,9,40,7,39
2,0,14,-0.097,-0.0323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,-1.049,-0.5244,18/11/2014 21:53,0,1,1,0,-0.0069,-0.0069,0,1950,World Class,1780,-0.0098,-0.0457,0,1,1,14,1,15,4,14
6,4,32,-1.491,-0.4971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,74,1.955,0.9773,18/11/2014 21:59,1,0,1,1,-0.0466,-0.0466,0,1196,Beginner,1780,-0.0012,-0.012,0,1,1,29,5,39,6,40
7,2,34,-0.809,-0.1124,0,0,3,-0.001,-0.0001,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,84,-2.742,-0.4263,18/11/2014 22:12,0,3,3,0,-0.0208,-0.0238,-0.0001,1696,Advanced,1780,-0.0085,-0.0547,0,1,3,46,7,45,10,43
8,2,57,-0.828,-0.1435,3,3,13,-0.456,-0.0454,0,0,0,0,0,-0.145,-0.0144,0,0,0,0,0,0,0,0,0,0,0,2,4,117,0.625,0.1958,18/11/2014 22:37,4,0,3,1,-0.0183,-0.0145,-0.0351,1743,Advanced,1780,-0.072,-0.4376,0,1,2,49,7,69,6,68
9,5,65,-1.01,-0.1461,2,2,9,-0.664,-0.0962,0,0,2,0,0,-0.574,-0.0849,0,0,0,0,0,0,0,0,0,0,0,15,9,163,2.545,0.4886,18/11/2014 23:00,5,2,5,1,-0.022,-0.0155,-0.0603,1671,Advanced,1780,-0.0241,-0.2204,0,1,5,80,22,79,11,80
11,5,58,-1.076,-0.1876,3,1,14,-0.324,-0.026,0,0,4,-0.011,-0.0014,-0.069,-0.0043,0,0,0,0,0,0,0,0,0,0,0,9,11,139,-0.215,-0.2921,19/11/2014 20:15,2,7,7,0,-0.0186,-0.0186,-0.0186,1738,Advanced,1780,-0.0022,-0.0166,0,1,3,59,8,67,8,69
27,8,144,-2.686,-0.4659,2,1,11,-0.149,-0.0098,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,340,-2.343,-0.574,19/11/2014 21:11,6,7,7,0,-0.0179,-0.0187,-0.0107,1750,Advanced,1780,-0.0209,-0.5087,0,1,8,157,30,182,31,180
8,4,55,-0.645,-0.0652,4,3,9,-1.057,-0.1707,0,0,2,0,0,-0.892,-0.1586,0,0,0,0,0,0,0,0,0,0,0,12,10,119,1.245,0.5421,19/11/2014 21:52,7,1,5,1,-0.0258,-0.0117,-0.0961,1596,Intermediate,1780,-0.0203,-0.1575,0,1,4,73,12,58,13,57
3,0,30,-0.213,-0.0535,1,0,1,-0.071,-0.007,0,0,0,0,0,-0.071,-0.007,0,0,0,0,0,0,0,0,0,0,0,6,2,60,2.363,0.4977,19/11/2014 22:08,4,0,3,1,-0.0092,-0.0071,-0.0705,1912,World Class,1780,-0.0233,-0.1058,0,1,1,19,5,33,2,33
16,4,70,-1.117,-0.2932,5,3,15,-0.689,-0.1056,0,0,3,0,0,-0.059,-0.0063,0,0,0,0,0,0,0,0,0,0,0,7,6,160,0.454,0.3181,19/11/2014 22:51,5,3,5,1,-0.0205,-0.016,-0.0383,1700,Advanced,1780,-0.0377,-0.5564,0,1,5,78,17,79,18,81
20,9,85,-2.262,-0.1871,3,2,11,-0.312,-0.0224,1,1,2,-0.525,-0.0332,0,0,-0.525,-0.0332,0,0,0,0,0,0,0,0,0,14,6,182,4.552,0.5332,22/11/2014 12:43,7,1,7,1,-0.0316,-0.0266,-0.0644,1480,Intermediate,1780,-0.0235,-0.1981,0,1,6,99,15,89,12,88
24,8,114,-1.925,-0.2407,2,2,8,-0.229,-0.0246,1,0,2,-0.055,-0.0042,-0.115,-0.017,-0.055,-0.0042,0,0,0,0,0,0,0,0,0,12,9,265,1.016,0.422,22/11/2014 13:16,8,3,7,1,-0.0178,-0.0169,-0.0284,1753,Advanced,1780,-0.0257,-0.3897,0,1,7,145,26,134,26,137
5,1,37,-0.353,-0.1177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,86,0.716,0.3579,22/11/2014 14:57,1,0,1,1,-0.0095,-0.0095,0,1905,World Class,1780,-0.033,-0.2861,0,1,1,26,6,47,8,48
2,1,26,-0.136,-0.0279,1,1,3,-0.295,-0.0372,0,0,2,0,0,-0.295,-0.0372,0,0,0,0,0,0,0,0,0,0,0,6,7,57,-1.92,-0.5473,22/11/2014 15:10,0,8,7,0,-0.0139,-0.0052,-0.0589,1827,Expert,1780,-0.0214,-0.1004,0,1,1,31,6,28,6,28
14,7,104,-1.55,-0.1917,5,3,15,-0.754,-0.0785,2,1,4,-0.863,-0.064,-0.32,-0.0474,-0.8,-0.0572,0,0,0,0,0,0,0,0,0,12,14,235,-0.949,-0.5151,22/11/2014 18:54,5,7,7,0,-0.0257,-0.0149,-0.0851,1597,Intermediate,1780,-0.0255,-0.4159,0,1,8,119,20,122,25,120
12,8,70,-2.342,-0.296,5,2,11,-0.453,-0.0459,0,0,2,0,0,-0.252,-0.0304,0,0,0,0,0,0,0,0,0,0,0,14,12,160,1.641,0.4878,22/11/2014 19:20,5,2,5,1,-0.0337,-0.0335,-0.0349,1439,Intermediate,1780,-0.04,-0.3333,0,1,4,88,15,80,15,81
8,4,37,-0.849,-0.1417,0,0,5,0,0,1,0,1,-0.08,-0.0079,0,0,-0.08,-0.0079,0,0,0,0,0,0,0,0,0,8,6,85,2.51,0.6866,23/11/2014 14:50,4,0,3,1,-0.0216,-0.023,-0.0133,1679,Advanced,1780,-0.0013,-0.0127,0,1,2,39,10,46,14,46
3,0,25,-0.215,-0.0718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,69,-1.699,-0.8496,23/11/2014 14:57,0,1,1,0,-0.0086,-0.0086,0,1921,World Class,1780,-0.0601,-0.4811,0,1,1,24,5,35,7,36
28,8,136,-1.85,-0.3923,1,1,8,-0.223,-0.014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,321,-1.334,0.2135,23/11/2014 15:58,7,6,7,1,-0.0143,-0.0136,-0.0248,1819,Expert,1780,-0.032,-0.6737,0,1,6,140,24,170,30,170
11,5,66,-1.285,-0.1469,2,1,20,-0.143,-0.0115,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,167,-4.13,-0.8933,23/11/2014 16:22,2,7,7,0,-0.0157,-0.0195,-0.0057,1793,Advanced,1780,-0.0612,-0.5622,0,1,4,80,12,82,16,82
4,1,54,-0.21,-0.0408,2,1,7,-0.87,-0.088,0,0,1,0,0,-0.814,-0.081,0,0,0,0,0,0,0,0,0,0,0,5,5,123,2.555,0.4761,24/11/2014 22:02,4,1,3,1,-0.0174,-0.0039,-0.1088,1760,Advanced,1780,-0.0221,-0.2862,0,1,4,65,10,63,10,66
10,3,45,-0.787,-0.1473,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,110,0.695,0.2844,24/11/2014 22:17,3,0,3,1,-0.0167,-0.0175,0,1773,Advanced,1780,-0.0372,-0.3686,0,1,2,50,7,54,11,55
3,3,26,-0.62,-0.0483,1,1,1,-0.202,-0.0317,1,1,2,-0.27,-0.02,-0.202,-0.0317,-0.27,-0.02,0,0,0,0,0,0,0,0,0,3,8,75,-2.264,-0.4165,24/11/2014 22:44,0,13,5,0,-0.0376,-0.0239,-0.157,1362,Casual Player,1780,-0.022,-0.0792,0,1,2,40,6,38,11,37
27,13,112,-3.187,-0.5664,2,2,9,-0.587,-0.0556,0,0,3,0,0,-0.439,-0.037,0,0,0,0,0,0,0,0,0,0,0,13,15,256,0.541,0.4208,27/11/2014 22:57,5,4,5,1,-0.0304,-0.0285,-0.0489,1503,Intermediate,1780,-0.0303,-0.7228,0,1,7,134,29,137,25,135
5,1,33,-0.47,-0.0699,0,0,6,-0.007,-0.0009,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,78,-3.537,-0.8591,29/11/2014 17:58,0,3,3,0,-0.0119,-0.0142,-0.0011,1863,Expert,1780,-0.0399,-0.358,0,1,2,53,3,39,11,39
3,1,20,-0.48,-0.0851,1,1,12,-0.272,-0.0483,0,0,0,0,0,-0.268,-0.0476,0,0,0,0,0,0,0,0,0,0,0,2,1,43,-1.289,-0.5005,29/11/2014 18:14,0,2,2,0,-0.0235,-0.024,-0.0227,1642,Advanced,1780,-0.0314,-0.1703,0,1,1,29,5,21,3,21
16,10,59,-2.085,-0.3389,1,1,14,-0.283,-0.0305,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,136,1.366,0.565,29/11/2014 18:45,6,3,5,1,-0.0316,-0.0353,-0.0177,1481,Intermediate,1780,-0.0299,-0.2919,0,1,5,73,13,68,13,67
7,4,43,-0.731,-0.0934,3,1,6,-0.361,-0.0294,0,0,1,0,0,-0.219,-0.0189,0,0,0,0,0,0,0,0,0,0,0,4,1,82,3.667,0.4945,1/12/2014 22:58,5,0,5,1,-0.0218,-0.017,-0.0515,1675,Advanced,1780,-0.0306,-0.0945,0,1,3,38,7,41,5,44
29,15,96,-3.133,-0.3166,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,200,-1.452,0.1631,11/12/2014 19:19,8,3,7,1,-0.0293,-0.0326,0,1526,Intermediate,1780,-0.0658,-0.6007,0,1,4,102,14,109,18,111
19,6,98,-1.568,-0.2962,0,0,11,-0.015,-0.0012,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,251,1.52,0.3333,11/12/2014 19:50,6,1,5,1,-0.0143,-0.016,-0.0012,1820,Expert,1780,-0.0191,-0.3939,0,1,4,122,11,136,15,135
2,0,23,-0.145,-0.0228,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,43,3.66,0.4645,11/12/2014 19:59,5,0,5,1,-0.0052,-0.0063,0,1979,World Class,1780,-0.0427,-0.033,0,1,2,10,6,23,4,24
9,4,34,-0.922,-0.1121,2,2,5,-0.309,-0.0266,0,0,2,0,0,-0.309,-0.0266,0,0,0,0,0,0,0,0,0,0,0,6,3,86,2.034,0.3037,11/12/2014 20:11,5,0,5,1,-0.03,-0.0271,-0.0441,1512,Intermediate,1780,-0.0725,-0.3295,0,1,3,46,6,41,6,42
8,3,23,-0.68,-0.0838,3,2,9,-0.411,-0.0516,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,70,-0.667,-0.3796,12/12/2014 21:48,0,3,3,0,-0.0331,-0.0296,-0.0411,1451,Intermediate,1780,-0.0008,-0.0059,0,1,2,37,6,35,6,33
1,1,7,-0.289,-0.0287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,53,-4.406,-0.4383,12/12/2014 21:53,0,3,3,0,-0.0412,-0.0412,0,1294,Casual Player,1780,-0.0035,-0.0104,0,1,1,30,6,29,3,29
9,2,94,-0.717,-0.1008,1,1,4,-0.145,-0.0124,0,0,2,0,0,-0.145,-0.0124,0,0,0,0,0,0,0,0,0,0,0,21,18,219,0.549,0.2464,12/12/2014 22:50,5,2,5,1,-0.0086,-0.0076,-0.0242,1921,World Class,1780,-0.0285,-0.3736,0,1,4,110,27,110,16,110
5,4,25,-0.758,-0.2354,1,0,2,-0.071,-0.0178,0,0,1,0,0,-0.071,-0.0178,0,0,0,0,0,0,0,0,0,0,0,5,0,59,1.591,0.6672,12/12/2014 22:50,4,0,3,1,-0.0296,-0.0303,-0.0237,1520,Intermediate,1780,-0.0192,-0.0826,0,1,1,24,6,34,4,34
5,2,43,-0.434,-0.073,2,2,4,-1.019,-0.1224,0,0,1,0,0,-0.813,-0.1019,0,0,0,0,0,0,0,0,0,0,0,7,10,97,1.346,0.51,13/12/2014 9:09,5,0,3,1,-0.0303,-0.0101,-0.2037,1507,Intermediate,1780,-0.0254,-0.1634,0,1,2,57,11,49,5,48
